자전거번호,등록일시,등록일시2,고장구분,총이용시간,총이용거리
SPB-35747,2021-02-05,2021-08-30,페달,5587.0,699736.36
SPB-51877,2021-02-05,2021-07-14,기타 ,8248.0,944661.0
SPB-32966,2021-02-05,2021-12-24,체인,8724.0,1000201.09
SPB-32966,2021-02-05,2021-06-13,안장,9104.0,1132077.07
SPB-32638,2021-02-05,2021-11-15,타이어 ,5900.0,692928.7
SPB-37522,2021-02-05,2021-05-10,체인,10732.0,1452781.6
SPB-37522,2021-02-05,2021-05-10,기타 ,10732.0,1452781.6
SPB-36643,2021-02-05,2021-07-27,타이어 ,2341.0,274716.48000000004
SPB-32262,2021-02-05,2021-06-25,기타 ,10028.0,1234594.27
SPB-32262,2021-02-05,2021-06-25,기타 ,10028.0,1234594.27
SPB-31579,2021-02-05,2021-07-29,단말기,4729.0,572462.4299999999
SPB-31579,2021-02-05,2021-07-29,단말기,4729.0,572462.4299999999
SPB-32584,2021-02-06,2021-04-15,체인,1659.0,215374.53000000003
SPB-30317,2021-02-06,2021-09-06,체인,3248.0,448160.14
SPB-30933,2021-02-06,2021-08-03,기타 ,5201.0,670258.8
SPB-38767,2021-02-06,2021-06-08,기타 ,1179.0,144581.66999999998
SPB-50311,2021-02-06,2021-06-09,기타 ,7850.0,939477.29
SPB-33717,2021-02-06,2021-04-20,체인,4393.0,504279.28
SPB-39592,2021-02-06,2021-08-11,안장,2624.0,345459.56999999995
SPB-39592,2021-02-06,2021-08-11,안장,2624.0,345459.56999999995
SPB-51535,2021-02-06,2021-04-08,기타 ,1019.0,79570.42000000001
SPB-34257,2021-02-06,2021-07-14,체인,19175.0,2406083.02
SPB-30707,2021-02-06,2021-02-26,체인,5088.0,606163.66
SPB-30707,2021-02-06,2021-02-26,페달,5088.0,606163.66
SPB-38812,2021-02-07,2021-06-23,안장,931.0,73518.99
SPB-43141,2021-02-07,2021-05-07,기타 ,4628.0,539535.8299999998
SPB-37004,2021-02-08,2021-02-17,안장,678.0,70031.92000000001
SPB-37004,2021-02-08,2021-02-17,기타 ,678.0,70031.92000000001
SPB-31330,2021-02-08,2021-04-28,기타 ,419.0,60094.19
SPB-39158,2021-02-08,2021-06-06,안장,5160.0,606614.52
SPB-39158,2021-02-08,2021-06-06,안장,5160.0,606614.52
SPB-32485,2021-02-08,2021-09-11,페달,8322.0,958134.54
SPB-38232,2021-02-08,2021-04-28,타이어 ,4205.0,520779.53
SPB-38232,2021-02-08,2021-05-20,안장,2496.0,378931.69000000006
SPB-41084,2021-02-08,2021-05-18,기타 ,881.0,108258.13
SPB-33390,2021-02-08,2021-10-29,타이어 ,1405.0,159863.14000000004
SPB-33390,2021-02-08,2021-10-29,타이어 ,1405.0,159863.14000000004
SPB-41426,2021-02-08,2021-05-30,타이어 ,1782.0,167505.57
SPB-52842,2021-02-08,2021-09-10,단말기,5267.0,655027.79
SPB-40259,2021-02-08,2021-06-15,안장,2120.0,252682.43
SPB-40259,2021-02-08,2021-10-24,기타 ,6125.0,780792.4400000001
SPB-52073,2021-02-08,2021-07-13,체인,15060.0,2009254.16
SPB-32056,2021-02-08,2021-03-19,체인,4917.0,559017.8899999999
SPB-32056,2021-02-08,2021-03-19,페달,4917.0,559017.8899999999
SPB-50884,2021-02-08,2021-08-30,안장,9173.0,917223.92
SPB-32839,2021-02-08,2021-08-19,페달,11997.0,1419653.56
SPB-31184,2021-02-08,2021-07-18,체인,348.0,50585.16
SPB-31184,2021-02-08,2021-02-10,기타 ,136.0,16955.14
SPB-33443,2021-02-08,2021-05-18,기타 ,8001.0,935421.3199999998
SPB-38590,2021-02-09,2021-08-27,기타 ,2240.0,299356.15
SPB-33407,2021-02-09,2021-04-20,기타 ,5006.0,729430.78
SPB-33407,2021-02-09,2021-04-20,기타 ,5006.0,729430.78
SPB-32701,2021-02-09,2021-09-27,기타 ,3613.0,461111.7
SPB-35990,2021-02-09,2021-07-23,체인,4647.0,539372.61
SPB-35990,2021-02-09,2021-07-23,체인,4647.0,539372.61
SPB-30475,2021-02-09,2021-08-22,체인,5502.0,700311.4099999999
SPB-33808,2021-02-09,2021-04-27,기타 ,5841.0,742332.8400000001
SPB-40893,2021-02-09,2021-03-22,기타 ,773.0,54984.21
SPB-50443,2021-02-09,2021-05-18,체인,6703.0,872654.12
SPB-44044,2021-02-09,2021-04-06,체인,501.0,72973.71
SPB-44044,2021-02-09,2021-03-22,기타 ,2544.0,286411.32
SPB-34335,2021-02-09,2021-04-24,타이어 ,13591.0,1549901.0
SPB-35121,2021-02-09,2021-03-15,안장,277.0,41539.08
SPB-33594,2021-02-09,2021-07-15,기타 ,589.0,69352.44
SPB-40924,2021-02-09,2021-05-03,기타 ,3641.0,474735.81
SPB-40924,2021-02-09,2021-05-03,기타 ,3641.0,474735.81
SPB-50276,2021-02-09,2021-07-05,기타 ,21107.0,2589933.7300000004
SPB-52231,2021-02-09,2021-09-10,기타 ,272.0,18010.0
SPB-38072,2021-02-10,2021-09-17,타이어 ,455.0,58874.100000000006
SPB-52748,2021-02-10,2021-09-16,기타 ,25582.0,2390877.39
SPB-42698,2021-02-10,2021-05-31,안장,1024.0,119208.13
SPB-34190,2021-02-10,2021-03-23,기타 ,5826.0,696109.0
SPB-31184,2021-02-10,2021-05-31,기타 ,540.0,63214.89000000001
SPB-33974,2021-02-10,2021-03-14,안장,5387.0,744970.24
SPB-50809,2021-02-10,2021-07-17,안장,5107.0,645528.86
SPB-44032,2021-02-10,2021-03-21,페달,392.0,35150.439999999995
SPB-42321,2021-02-10,2021-04-14,기타 ,678.0,77999.69
SPB-42612,2021-02-10,2021-08-05,체인,11203.0,1312280.62
SPB-53032,2021-02-10,2021-10-02,타이어 ,25530.0,3342536.93
SPB-53032,2021-02-10,2021-10-02,타이어 ,25530.0,3342536.93
SPB-37618,2021-02-10,2021-04-11,기타 ,834.0,112020.13
SPB-50749,2021-02-10,2021-05-25,기타 ,9938.0,1318485.0
SPB-43688,2021-02-10,2021-02-15,기타 ,80.0,16093.12
SPB-53316,2021-02-10,2021-05-13,기타 ,6414.0,858374.05
SPB-35360,2021-02-11,2021-09-02,안장,378.0,55121.13
SPB-35360,2021-02-11,2021-09-02,안장,378.0,55121.13
SPB-35360,2021-02-11,2021-08-09,기타 ,14614.0,1634566.5799999998
SPB-35360,2021-02-11,2021-08-09,기타 ,14614.0,1634566.5799999998
SPB-53891,2021-02-11,2021-05-22,안장,2888.0,279561.30000000005
SPB-51403,2021-02-11,2021-11-30,타이어 ,2422.0,298460.0
SPB-51403,2021-02-11,2021-11-30,타이어 ,2422.0,298460.0
SPB-43974,2021-02-11,2021-04-23,안장,1910.0,233984.45
SPB-50798,2021-02-11,2021-04-29,기타 ,2371.0,293539.18
SPB-50590,2021-02-11,2021-02-27,기타 ,2134.0,232310.1
SPB-52233,2021-02-11,2021-07-07,타이어 ,7925.0,870848.04
SPB-52750,2021-02-12,2021-06-14,기타 ,3342.0,448316.3000000001
SPB-52750,2021-02-12,2021-06-14,기타 ,3342.0,448316.3000000001
SPB-44267,2021-02-12,2021-05-22,기타 ,2574.0,259298.02
SPB-44267,2021-02-12,2021-05-22,기타 ,2574.0,259298.02
SPB-43523,2021-02-12,2021-04-05,기타 ,1833.0,160889.71999999997
SPB-30616,2021-02-12,2021-07-01,단말기,6356.0,775276.18
SPB-30616,2021-02-12,2021-07-01,단말기,6356.0,775276.18
SPB-32990,2021-02-12,2021-05-12,안장,393.0,42693.420000000006
SPB-53091,2021-02-12,2021-05-19,기타 ,9160.0,1133870.94
SPB-44505,2021-02-12,2021-08-06,기타 ,885.0,139227.37
SPB-44505,2021-02-12,2021-08-06,기타 ,885.0,139227.37
SPB-50423,2021-02-13,2021-04-01,기타 ,3093.0,412956.1099999999
SPB-52064,2021-02-13,2021-05-26,기타 ,7773.0,939874.28
SPB-40544,2021-02-13,2021-04-08,기타 ,34.0,5303.55
SPB-40544,2021-02-13,2021-04-08,기타 ,34.0,5303.55
SPB-53793,2021-02-13,2021-10-04,기타 ,15916.0,844801.1799999999
SPB-40941,2021-02-13,2021-07-24,체인,6239.0,913674.48
SPB-52668,2021-02-13,2021-07-05,기타 ,6545.0,785654.1800000002
SPB-32688,2021-02-13,2021-04-19,기타 ,3745.0,411488.45
SPB-42333,2021-02-13,2021-11-30,기타 ,716.0,99285.88
SPB-33950,2021-02-13,2021-04-19,타이어 ,7090.0,810535.8700000001
SPB-33950,2021-02-13,2021-11-13,체인,3099.0,318494.63
SPB-33950,2021-02-13,2021-09-25,안장,812.0,111143.14
SPB-31860,2021-02-14,2021-10-05,기타 ,3916.0,461398.43
SPB-31835,2021-02-14,2021-05-05,기타 ,984.0,117658.37
SPB-44782,2021-02-14,2021-08-10,체인,331.0,42701.18
SPB-53286,2021-02-14,2021-08-23,체인,11056.0,1309073.75
SPB-35560,2021-02-14,2021-10-28,단말기,121.0,5946.620000000001
SPB-32648,2021-02-14,2021-06-06,타이어 ,5702.0,578116.48
SPB-32648,2021-02-14,2021-06-06,타이어 ,5702.0,578116.48
SPB-32648,2021-02-14,2021-04-17,체인,6420.0,656490.6800000002
SPB-32648,2021-02-14,2021-04-17,체인,6420.0,656490.6800000002
SPB-32889,2021-02-14,2021-05-12,안장,3439.0,456467.94
SPB-33430,2021-02-14,2021-06-20,안장,13891.0,1605832.45
SPB-33430,2021-02-14,2021-06-20,안장,13891.0,1605832.45
SPB-33430,2021-02-14,2021-08-09,기타 ,1735.0,231441.75
SPB-33430,2021-02-14,2021-08-09,기타 ,1735.0,231441.75
SPB-43349,2021-02-14,2021-07-18,안장,4790.0,563031.71
SPB-43349,2021-02-14,2021-07-18,안장,4790.0,563031.71
SPB-36333,2021-02-15,2021-07-26,체인,61.0,9688.11
SPB-35419,2021-02-15,2021-09-03,기타 ,254.0,36916.69
SPB-50755,2021-02-15,2021-04-23,안장,14444.0,1804472.48
SPB-43555,2021-02-15,2021-10-30,기타 ,111.0,17130.5
SPB-43555,2021-02-15,2021-10-30,기타 ,111.0,17130.5
SPB-31447,2021-02-15,2021-07-20,기타 ,10376.0,1311557.06
SPB-33762,2021-02-15,2021-03-08,기타 ,2340.0,304308.61
SPB-33762,2021-02-15,2021-03-08,기타 ,2340.0,304308.61
SPB-32528,2021-02-15,2021-06-29,타이어 ,4193.0,533123.51
SPB-32528,2021-02-15,2021-06-29,타이어 ,4193.0,533123.51
SPB-32528,2021-02-15,2021-05-26,체인,15099.0,1768168.84
SPB-32528,2021-02-15,2021-05-26,체인,15099.0,1768168.84
SPB-80103,2021-02-15,2021-05-21,기타 ,956.0,67880.0
SPB-53770,2021-02-15,2021-10-27,기타 ,20333.0,2270173.65
SPB-42168,2021-02-15,2021-05-21,기타 ,121.0,10813.39
SPB-30071,2021-02-15,2021-07-09,기타 ,5004.0,617107.8899999999
SPB-50746,2021-02-15,2021-04-21,기타 ,11702.0,1596273.42
SPB-50746,2021-02-15,2021-04-21,기타 ,11702.0,1596273.42
SPB-53625,2021-02-15,2021-07-13,기타 ,1565.0,190671.51
SPB-31106,2021-02-16,2021-12-30,기타 ,10237.0,1109879.32
SPB-31785,2021-02-16,2021-09-23,체인,6093.0,694829.27
SPB-34050,2021-02-16,2021-07-05,안장,5271.0,709981.26
SPB-31858,2021-02-16,2021-04-16,안장,300.0,16283.52
SPB-31858,2021-02-16,2021-04-16,안장,300.0,16283.52
SPB-31858,2021-02-16,2021-04-22,기타 ,238.0,16645.52
SPB-31858,2021-02-16,2021-04-22,기타 ,238.0,16645.52
SPB-36753,2021-02-16,2021-05-14,기타 ,6197.0,671505.7
SPB-30356,2021-02-16,2021-04-18,체인,4735.0,640299.8999999999
SPB-30356,2021-02-16,2021-07-28,페달,5869.0,764913.42
SPB-32142,2021-02-16,2021-09-03,기타 ,4233.0,579652.85
SPB-32071,2021-02-16,2021-08-07,타이어 ,7405.0,890185.04
SPB-32071,2021-02-16,2021-08-07,타이어 ,7405.0,890185.04
SPB-44996,2021-02-16,2021-05-23,기타 ,7880.0,1016246.93
SPB-31810,2021-02-16,2021-09-26,기타 ,1896.0,211813.07000000004
SPB-33692,2021-02-16,2021-04-07,페달,1050.0,160219.8
SPB-37004,2021-02-17,2021-06-14,기타 ,5789.0,721797.27
SPB-39748,2021-02-17,2021-06-09,체인,5227.0,700842.01
SPB-39748,2021-02-17,2021-06-09,체인,5227.0,700842.01
SPB-39574,2021-02-17,2021-09-21,타이어 ,994.0,126062.66
SPB-31335,2021-02-17,2021-07-17,타이어 ,4267.0,477270.1699999999
SPB-34278,2021-02-17,2021-04-15,체인,2848.0,311562.19999999995
SPB-32284,2021-02-17,2021-06-22,체인,4754.0,518048.76
SPB-32284,2021-02-17,2021-06-22,체인,4754.0,518048.76
SPB-37618,2021-02-17,2021-03-25,타이어 ,3226.0,295563.77
SPB-42752,2021-02-17,2021-02-25,기타 ,596.0,87893.46
SPB-35388,2021-02-18,2021-04-14,타이어 ,4055.0,547146.71
SPB-30616,2021-02-18,2021-05-06,체인,5838.0,675431.3799999999
SPB-30616,2021-02-18,2021-05-06,체인,5838.0,675431.3799999999
SPB-41041,2021-02-18,2021-10-14,안장,5420.0,742812.96
SPB-41041,2021-02-18,2021-10-14,안장,5420.0,742812.96
SPB-41837,2021-02-18,2021-07-26,기타 ,318.0,32723.76
SPB-44749,2021-02-18,2021-05-19,기타 ,5582.0,635669.3899999999
SPB-51048,2021-02-18,2021-04-20,단말기,9907.0,1147415.56
SPB-40915,2021-02-18,2021-05-26,타이어 ,4085.0,464182.4700000001
SPB-32816,2021-02-18,2021-11-10,체인,4654.0,324966.0
SPB-36575,2021-02-18,2021-04-14,기타 ,30.0,6058.209999999999
SPB-52735,2021-02-18,2021-04-14,안장,46.0,2061.65
SPB-30686,2021-02-19,2021-07-02,기타 ,295.0,19685.65
SPB-41438,2021-02-19,2021-07-08,타이어 ,367.0,28528.68
SPB-44060,2021-02-19,2021-11-07,체인,6177.0,784588.8000000002
SPB-33274,2021-02-19,2021-07-09,체인,3031.0,353344.75999999995
SPB-33274,2021-02-19,2021-06-09,안장,1101.0,149633.79
SPB-33274,2021-02-19,2021-05-25,단말기,4239.0,507267.98
SPB-33274,2021-02-19,2021-07-27,기타 ,48.0,7362.629999999999
SPB-50837,2021-02-19,2021-08-30,기타 ,10467.0,1155246.54
SPB-33228,2021-02-19,2021-08-10,기타 ,4114.0,490289.6299999999
SPB-38184,2021-02-19,2021-07-14,체인,413.0,40979.55
SPB-40121,2021-02-19,2021-04-05,기타 ,1581.0,236907.39
SPB-40121,2021-02-19,2021-04-05,기타 ,1581.0,236907.39
SPB-41197,2021-02-19,2021-07-27,체인,127.0,29373.45
SPB-41197,2021-02-19,2021-07-27,체인,127.0,29373.45
SPB-43830,2021-02-19,2021-07-08,페달,6025.0,795681.48
SPB-43830,2021-02-19,2021-07-08,페달,6025.0,795681.48
SPB-35533,2021-02-19,2021-04-20,타이어 ,5525.0,660243.6900000001
SPB-53475,2021-02-19,2021-09-02,안장,1867.0,36180.93
SPB-52088,2021-02-19,2021-04-22,안장,4598.0,540072.87
SPB-52088,2021-02-19,2021-04-22,안장,4598.0,540072.87
SPB-32650,2021-02-19,2021-04-11,안장,125.0,15126.11
SPB-32650,2021-02-19,2021-04-11,안장,125.0,15126.11
SPB-32852,2021-02-19,2021-04-06,페달,7464.0,883865.69
SPB-32852,2021-02-19,2021-05-03,기타 ,2137.0,264103.37
SPB-42667,2021-02-19,2021-07-22,페달,9342.0,1276043.16
SPB-41851,2021-02-19,2021-04-08,기타 ,82.0,8706.460000000001
SPB-41851,2021-02-19,2021-04-08,기타 ,82.0,8706.460000000001
SPB-36753,2021-02-19,2021-08-18,안장,2585.0,332895.72000000003
SPB-51101,2021-02-19,2021-09-21,기타 ,5249.0,629510.0
SPB-32975,2021-02-19,2021-11-10,기타 ,21435.0,2482658.5300000003
SPB-42996,2021-02-19,2021-08-19,타이어 ,815.0,93283.34
SPB-36947,2021-02-20,2021-04-30,체인,65.0,8351.46
SPB-50425,2021-02-20,2021-04-28,안장,7833.0,938587.25
SPB-31961,2021-02-20,2021-04-14,체인,2235.0,300574.48
SPB-31961,2021-02-20,2021-11-20,안장,1646.0,218770.57
SPB-31961,2021-02-20,2021-04-14,페달,2235.0,300574.48
SPB-33404,2021-02-20,2021-04-14,안장,2832.0,391187.42999999993
SPB-33404,2021-02-20,2021-04-14,안장,2832.0,391187.42999999993
SPB-36780,2021-02-20,2021-08-19,안장,12550.0,1500216.4999999998
SPB-51902,2021-02-20,2021-06-05,기타 ,2492.0,276927.21
SPB-31000,2021-02-20,2021-06-27,기타 ,661.0,89010.53
SPB-44996,2021-02-20,2021-10-12,타이어 ,196.0,26708.16
SPB-43342,2021-02-20,2021-06-28,타이어 ,836.0,101646.02
SPB-43342,2021-02-20,2021-03-21,기타 ,423.0,61234.34
SPB-32631,2021-02-20,2021-06-18,페달,7197.0,904387.06
SPB-36834,2021-02-20,2021-03-17,체인,2085.0,286949.81
SPB-43712,2021-02-21,2021-04-11,페달,926.0,126464.72
SPB-42872,2021-02-21,2021-10-12,안장,561.0,93388.25
SPB-34492,2021-02-21,2021-05-18,체인,27.0,2941.22
SPB-50439,2021-02-21,2021-09-15,안장,7272.0,913035.03
SPB-31478,2021-02-21,2021-05-23,체인,6923.0,787665.5800000001
SPB-51227,2021-02-21,2021-05-20,기타 ,209.0,41370.6
SPB-40018,2021-02-21,2021-10-03,타이어 ,17599.0,2395602.3000000003
SPB-32325,2021-02-21,2021-07-18,체인,2988.0,330852.28
SPB-43757,2021-02-21,2021-06-21,기타 ,3747.0,447870.73
SPB-43757,2021-02-21,2021-06-21,기타 ,3747.0,447870.73
SPB-38420,2021-02-21,2021-08-17,안장,8741.0,951262.49
SPB-38420,2021-02-21,2021-08-17,안장,8741.0,951262.49
SPB-37230,2021-02-21,2021-07-26,체인,8674.0,1075440.02
SPB-32087,2021-02-21,2021-08-19,기타 ,8807.0,1157137.77
SPB-33433,2021-02-21,2021-06-12,체인,3892.0,484779.87
SPB-33433,2021-02-21,2021-06-12,체인,3892.0,484779.87
SPB-33396,2021-02-21,2021-02-22,기타 ,126.0,9796.56
SPB-39937,2021-02-21,2021-11-18,안장,1627.0,222623.91
SPB-52209,2021-02-21,2021-07-24,기타 ,26010.0,3444035.8200000003
SPB-52209,2021-02-21,2021-07-24,기타 ,26010.0,3444035.8200000003
SPB-31972,2021-02-22,2021-09-27,페달,2635.0,312973.71
SPB-51679,2021-02-22,2021-09-30,기타 ,25432.0,2042584.75
SPB-41170,2021-02-22,2021-10-24,타이어 ,3016.0,340192.3
SPB-41170,2021-02-22,2021-10-24,타이어 ,3016.0,340192.3
SPB-30334,2021-02-22,2021-05-31,안장,3470.0,386879.85
SPB-30334,2021-02-22,2021-05-31,안장,3470.0,386879.85
SPB-33396,2021-02-22,2021-10-14,기타 ,14676.0,1898025.58
SPB-40960,2021-02-22,2021-04-25,기타 ,1978.0,240147.6
SPB-40960,2021-02-22,2021-04-25,기타 ,1978.0,240147.6
SPB-51447,2021-02-22,2021-02-27,기타 ,1028.0,115871.6
SPB-32484,2021-02-22,2021-09-23,타이어 ,1514.0,195878.09
SPB-52446,2021-02-22,2021-09-24,기타 ,14737.0,1883301.33
SPB-52446,2021-02-22,2021-09-24,기타 ,14737.0,1883301.33
SPB-30773,2021-02-22,2021-05-13,기타 ,11487.0,1344272.13
SPB-30773,2021-02-22,2021-05-13,기타 ,11487.0,1344272.13
SPB-52822,2021-02-22,2021-07-05,체인,17736.0,2279371.6899999995
SPB-52822,2021-02-22,2021-04-16,기타 ,9191.0,1250284.4300000002
SPB-31617,2021-02-22,2021-04-26,기타 ,7348.0,877220.5499999999
SPB-51649,2021-02-22,2021-08-19,타이어 ,19028.0,2200966.26
SPB-32708,2021-02-22,2021-07-18,기타 ,12599.0,1661607.36
SPB-32708,2021-02-22,2021-07-18,기타 ,12599.0,1661607.36
SPB-30462,2021-02-22,2021-12-08,기타 ,6980.0,635107.4199999999
SPB-44754,2021-02-22,2021-06-24,안장,6511.0,674901.87
SPB-52042,2021-02-22,2021-06-02,기타 ,14191.0,1739069.63
SPB-42156,2021-02-22,2021-03-17,체인,596.0,77944.98
SPB-43011,2021-02-23,2021-05-11,기타 ,4030.0,499164.0800000001
SPB-51303,2021-02-23,2021-07-30,안장,14257.0,1653284.9
SPB-51328,2021-02-23,2021-08-05,단말기,8872.0,1132127.23
SPB-39552,2021-02-23,2021-07-13,안장,4484.0,532532.3099999999
SPB-32162,2021-02-23,2021-04-22,안장,3906.0,461132.34
SPB-32162,2021-02-23,2021-04-22,안장,3906.0,461132.34
SPB-42573,2021-02-23,2021-05-11,체인,1785.0,206062.25
SPB-42573,2021-02-23,2021-04-14,페달,5162.0,597471.1199999999
SPB-34199,2021-02-23,2021-07-09,기타 ,4949.0,680484.65
SPB-51591,2021-02-23,2021-11-07,체인,28.0,5930.0
SPB-32053,2021-02-23,2021-11-05,기타 ,10327.0,1242405.65
SPB-32053,2021-02-23,2021-11-05,기타 ,10327.0,1242405.65
SPB-34036,2021-02-23,2021-04-22,체인,8868.0,1105484.5099999998
SPB-31486,2021-02-23,2021-09-19,기타 ,4608.0,531214.6799999999
SPB-30009,2021-02-23,2021-05-10,안장,1860.0,112351.15
SPB-42923,2021-02-24,2021-05-22,안장,2274.0,255682.41
SPB-33562,2021-02-24,2021-06-11,체인,4308.0,557575.9299999999
SPB-39781,2021-02-24,2021-12-15,기타 ,6699.0,864512.1900000001
SPB-41677,2021-02-24,2021-06-29,기타 ,4215.0,520412.2699999999
SPB-50197,2021-02-24,2021-04-09,기타 ,10368.0,1459338.4300000002
SPB-43700,2021-02-24,2021-08-26,타이어 ,9552.0,1088794.48
SPB-43700,2021-02-24,2021-08-26,타이어 ,9552.0,1088794.48
SPB-40812,2021-02-24,2021-05-30,체인,2643.0,380014.54
SPB-32248,2021-02-24,2021-04-22,기타 ,6195.0,747219.6900000002
SPB-33498,2021-02-24,2021-07-05,페달,175.0,35923.85
SPB-35890,2021-02-24,2021-04-11,안장,612.0,56967.27
SPB-33069,2021-02-24,2021-11-18,안장,6816.0,792442.85
SPB-33069,2021-02-24,2021-11-18,안장,6816.0,792442.85
SPB-53319,2021-02-25,2021-06-23,기타 ,21453.0,2544211.19
SPB-31897,2021-02-25,2021-08-19,체인,240.0,26090.1
SPB-31897,2021-02-25,2021-04-28,기타 ,6875.0,826128.8800000001
SPB-39324,2021-02-25,2021-09-08,안장,10459.0,1331107.12
SPB-39324,2021-02-25,2021-09-08,안장,10459.0,1331107.12
SPB-39216,2021-02-25,2021-06-23,타이어 ,3115.0,431007.44
SPB-39216,2021-02-25,2021-05-18,기타 ,78.0,9152.66
SPB-41532,2021-02-25,2021-05-25,기타 ,256.0,26297.47
SPB-36449,2021-02-25,2021-06-24,기타 ,2263.0,250645.84
SPB-34452,2021-02-25,2021-05-03,체인,2967.0,341525.43
SPB-34452,2021-02-25,2021-06-21,안장,29.0,3634.58
SPB-32698,2021-02-25,2021-08-18,기타 ,24376.0,2739057.4000000004
SPB-42752,2021-02-25,2021-03-22,기타 ,518.0,63842.75000000001
SPB-52858,2021-02-25,2021-06-08,기타 ,10068.0,1244615.0699999998
SPB-51874,2021-02-25,2021-04-19,안장,7952.0,970496.06
SPB-50178,2021-02-25,2021-12-27,단말기,10577.0,1202150.0
SPB-40180,2021-02-25,2021-08-25,기타 ,305.0,44836.44
SPB-31312,2021-02-25,2021-05-09,단말기,4123.0,467567.5
SPB-38541,2021-02-25,2021-06-10,체인,6025.0,727450.39
SPB-30180,2021-02-25,2021-08-28,기타 ,5500.0,682748.69
SPB-32268,2021-02-26,2021-07-23,타이어 ,1734.0,183560.81
SPB-52296,2021-02-26,2021-07-08,체인,82.0,10596.03
SPB-41355,2021-02-26,2021-05-07,안장,1040.0,87252.37999999998
SPB-38340,2021-02-26,2021-05-20,안장,655.0,48047.880000000005
SPB-52088,2021-02-26,2021-03-31,기타 ,4324.0,572660.73
SPB-52088,2021-02-26,2021-03-31,기타 ,4324.0,572660.73
SPB-40995,2021-02-26,2021-12-14,안장,607.0,72040.75
SPB-43101,2021-02-26,2021-09-09,체인,1146.0,142314.58999999997
SPB-39002,2021-02-26,2021-08-25,체인,6497.0,843901.53
SPB-30707,2021-02-26,2021-05-09,체인,6955.0,1000607.89
SPB-30707,2021-02-26,2021-09-12,안장,4077.0,472539.7
SPB-30707,2021-02-26,2021-05-09,페달,6955.0,1000607.89
SPB-36641,2021-02-26,2021-04-21,기타 ,4692.0,516094.81
SPB-50113,2021-02-26,2021-08-30,기타 ,3150.0,375839.88
SPB-40534,2021-02-26,2021-04-07,기타 ,847.0,86638.88
SPB-41814,2021-02-27,2021-04-15,기타 ,1744.0,220605.4
SPB-41814,2021-02-27,2021-04-15,기타 ,1744.0,220605.4
SPB-31306,2021-02-27,2021-04-01,기타 ,786.0,83428.25
SPB-41452,2021-02-27,2021-06-15,타이어 ,1.0,88.13
SPB-43085,2021-02-27,2021-04-21,체인,1177.0,146353.59
SPB-44857,2021-02-27,2021-10-29,단말기,2953.0,298930.48
SPB-44857,2021-02-27,2021-10-29,단말기,2953.0,298930.48
SPB-31134,2021-02-27,2021-08-15,기타 ,13381.0,1597929.81
SPB-32672,2021-02-27,2021-09-30,체인,288.0,45085.740000000005
SPB-31707,2021-02-27,2021-04-20,페달,2574.0,273183.54
SPB-53217,2021-02-27,2021-07-18,단말기,21945.0,1247519.9699999995
SPB-30916,2021-02-27,2021-07-19,기타 ,6532.0,900342.71
SPB-39782,2021-02-27,2021-09-27,체인,4755.0,572284.2
SPB-38526,2021-02-27,2021-08-06,기타 ,6155.0,833864.4099999999
SPB-50590,2021-02-27,2021-04-11,기타 ,824.0,108239.5
SPB-50711,2021-02-27,2021-06-27,기타 ,13328.0,1627084.63
SPB-50711,2021-02-27,2021-06-27,기타 ,13328.0,1627084.63
SPB-53603,2021-02-27,2021-06-20,기타 ,4270.0,545964.44
SPB-37642,2021-02-27,2021-07-24,안장,573.0,64962.630000000005
SPB-52690,2021-02-27,2021-05-10,단말기,491.0,48670.20999999999
SPB-52690,2021-02-27,2021-05-10,단말기,491.0,48670.20999999999
